development_run_count,repetition,training_rows,test_runs,test_rows,mae_ms,rmse_ms,r2,median_absolute_error_ms,p95_absolute_error_ms,p99_absolute_error_ms,selected_run_ids
5,1,6778,5,5996,148.30737293147675,433.33693936733164,-0.2972783241412136,29.972920417785645,690.6224927902222,2488.511804008503,training-s5.0-r2005-b0-m1.0-bd5-d60|training-s8.0-r2003-b0-m1.0-bd5-d60|training-s3.0-r2001-b0-m1.0-bd5-d60|training-s5.0-r2002-b1-m0.50-bd10-d60|training-s5.0-r2004-b1-m0.25-bd5-d60
10,1,14650,5,5996,144.902278450005,391.7843463883921,-0.06041508763337311,37.65919303894043,712.2454566955566,1991.8544075012314,training-s5.0-r2005-b0-m1.0-bd5-d60|training-s8.0-r2003-b0-m1.0-bd5-d60|training-s3.0-r2001-b0-m1.0-bd5-d60|training-s5.0-r2002-b1-m0.50-bd10-d60|training-s5.0-r2004-b1-m0.25-bd5-d60|training-s3.0-r2002-b0-m1.0-bd5-d60|training-s5.0-r2001-b1-m0.50-bd10-d60|training-s5.0-r2005-b1-m0.25-bd5-d60|training-s3.0-r2004-b0-m1.0-bd5-d60|training-s5.0-r2004-b0-m1.0-bd5-d60
15,1,21554,5,5996,148.63905643664856,362.37862095668083,0.09279199368548319,43.304664611816406,577.2494220733643,1724.9884250640873,training-s5.0-r2005-b0-m1.0-bd5-d60|training-s8.0-r2003-b0-m1.0-bd5-d60|training-s3.0-r2001-b0-m1.0-bd5-d60|training-s5.0-r2002-b1-m0.50-bd10-d60|training-s5.0-r2004-b1-m0.25-bd5-d60|training-s3.0-r2002-b0-m1.0-bd5-d60|training-s5.0-r2001-b1-m0.50-bd10-d60|training-s5.0-r2005-b1-m0.25-bd5-d60|training-s3.0-r2004-b0-m1.0-bd5-d60|training-s5.0-r2004-b0-m1.0-bd5-d60|training-s5.0-r2003-b1-m0.50-bd10-d60|training-s5.0-r2002-b1-m0.25-bd5-d60|training-s8.0-r2002-b0-m1.0-bd5-d60|training-s5.0-r2005-b1-m0.50-bd10-d60|training-s3.0-r2005-b0-m1.0-bd5-d60
5,2,7490,5,5996,174.54839731965853,423.11343949521023,-0.23678833032016344,36.9622745513916,785.1374816894531,2189.620467185975,training-s5.0-r2005-b1-m0.25-bd5-d60|training-s5.0-r2002-b1-m0.25-bd5-d60|training-s5.0-r2002-b1-m0.50-bd10-d60|training-s5.0-r2004-b0-m1.0-bd5-d60|training-s3.0-r2005-b0-m1.0-bd5-d60
10,2,12376,5,5996,169.13797485763413,410.4339346003524,-0.16377295502207212,31.494123458862305,813.5330963134766,1801.0988182067872,training-s5.0-r2005-b1-m0.25-bd5-d60|training-s5.0-r2002-b1-m0.25-bd5-d60|training-s5.0-r2002-b1-m0.50-bd10-d60|training-s5.0-r2004-b0-m1.0-bd5-d60|training-s3.0-r2005-b0-m1.0-bd5-d60|training-s8.0-r2002-b0-m1.0-bd5-d60|training-s5.0-r2005-b1-m0.50-bd10-d60|training-s8.0-r2005-b0-m1.0-bd5-d60|training-s5.0-r2005-b0-m1.0-bd5-d60|training-s8.0-r2003-b0-m1.0-bd5-d60
15,2,19152,5,5996,193.06238105010522,470.2753933880159,-0.5278694570977192,35.25503730773926,1118.0687942504883,2137.9295696258628,training-s5.0-r2005-b1-m0.25-bd5-d60|training-s5.0-r2002-b1-m0.25-bd5-d60|training-s5.0-r2002-b1-m0.50-bd10-d60|training-s5.0-r2004-b0-m1.0-bd5-d60|training-s3.0-r2005-b0-m1.0-bd5-d60|training-s8.0-r2002-b0-m1.0-bd5-d60|training-s5.0-r2005-b1-m0.50-bd10-d60|training-s8.0-r2005-b0-m1.0-bd5-d60|training-s5.0-r2005-b0-m1.0-bd5-d60|training-s8.0-r2003-b0-m1.0-bd5-d60|training-s5.0-r2001-b1-m0.25-bd5-d60|training-s5.0-r2002-b0-m1.0-bd5-d60|training-s5.0-r2003-b1-m0.25-bd5-d60|training-s5.0-r2004-b1-m0.25-bd5-d60|training-s5.0-r2001-b1-m0.50-bd10-d60
5,3,6596,5,5996,346.3296207355353,819.9737017443944,-3.644955805001583,32.78655433654785,2217.836181640625,3316.5169311523487,training-s5.0-r2003-b1-m0.25-bd5-d60|training-s8.0-r2003-b0-m1.0-bd5-d60|training-s5.0-r2005-b1-m0.50-bd10-d60|training-s5.0-r2005-b1-m0.25-bd5-d60|training-s5.0-r2002-b1-m0.25-bd5-d60
10,3,14372,5,5996,164.32113563564647,415.5002519170019,-0.19268105634484134,31.39316177368164,875.3159484863281,1937.4137268066424,training-s5.0-r2003-b1-m0.25-bd5-d60|training-s8.0-r2003-b0-m1.0-bd5-d60|training-s5.0-r2005-b1-m0.50-bd10-d60|training-s5.0-r2005-b1-m0.25-bd5-d60|training-s5.0-r2002-b1-m0.25-bd5-d60|training-s5.0-r2001-b1-m0.25-bd5-d60|training-s5.0-r2005-b0-m1.0-bd5-d60|training-s3.0-r2005-b0-m1.0-bd5-d60|training-s3.0-r2001-b0-m1.0-bd5-d60|training-s5.0-r2002-b0-m1.0-bd5-d60
15,3,19574,5,5996,161.90053242741615,399.7558372965949,-0.10400582955918924,29.144661903381348,713.6472015380859,1865.1331355094983,training-s5.0-r2003-b1-m0.25-bd5-d60|training-s8.0-r2003-b0-m1.0-bd5-d60|training-s5.0-r2005-b1-m0.50-bd10-d60|training-s5.0-r2005-b1-m0.25-bd5-d60|training-s5.0-r2002-b1-m0.25-bd5-d60|training-s5.0-r2001-b1-m0.25-bd5-d60|training-s5.0-r2005-b0-m1.0-bd5-d60|training-s3.0-r2005-b0-m1.0-bd5-d60|training-s3.0-r2001-b0-m1.0-bd5-d60|training-s5.0-r2002-b0-m1.0-bd5-d60|training-s8.0-r2005-b0-m1.0-bd5-d60|training-s5.0-r2001-b0-m1.0-bd5-d60|training-s8.0-r2002-b0-m1.0-bd5-d60|training-s5.0-r2003-b1-m0.50-bd10-d60|training-s5.0-r2004-b0-m1.0-bd5-d60
5,4,6072,5,5996,166.0700800461919,387.97340314618475,-0.039885798148051155,38.37779235839844,772.2405548095703,1729.3046630859376,training-s8.0-r2002-b0-m1.0-bd5-d60|training-s8.0-r2005-b0-m1.0-bd5-d60|training-s3.0-r2002-b0-m1.0-bd5-d60|training-s5.0-r2003-b1-m0.50-bd10-d60|training-s5.0-r2004-b1-m0.25-bd5-d60
10,4,13436,5,5996,157.57468061609595,372.93324169343816,0.0391758044751499,41.07701110839844,683.3934707641602,1691.3927360534703,training-s8.0-r2002-b0-m1.0-bd5-d60|training-s8.0-r2005-b0-m1.0-bd5-d60|training-s3.0-r2002-b0-m1.0-bd5-d60|training-s5.0-r2003-b1-m0.50-bd10-d60|training-s5.0-r2004-b1-m0.25-bd5-d60|training-s5.0-r2005-b1-m0.50-bd10-d60|training-s5.0-r2002-b1-m0.50-bd10-d60|training-s3.0-r2005-b0-m1.0-bd5-d60|training-s5.0-r2001-b1-m0.50-bd10-d60|training-s5.0-r2005-b0-m1.0-bd5-d60
15,4,20370,5,5996,147.66493625462823,363.88391016550656,0.0852394138352125,38.987823486328125,571.9010467529297,1711.8755306243909,training-s8.0-r2002-b0-m1.0-bd5-d60|training-s8.0-r2005-b0-m1.0-bd5-d60|training-s3.0-r2002-b0-m1.0-bd5-d60|training-s5.0-r2003-b1-m0.50-bd10-d60|training-s5.0-r2004-b1-m0.25-bd5-d60|training-s5.0-r2005-b1-m0.50-bd10-d60|training-s5.0-r2002-b1-m0.50-bd10-d60|training-s3.0-r2005-b0-m1.0-bd5-d60|training-s5.0-r2001-b1-m0.50-bd10-d60|training-s5.0-r2005-b0-m1.0-bd5-d60|training-s8.0-r2003-b0-m1.0-bd5-d60|training-s5.0-r2002-b1-m0.25-bd5-d60|training-s5.0-r2001-b0-m1.0-bd5-d60|training-s3.0-r2004-b0-m1.0-bd5-d60|training-s5.0-r2005-b1-m0.25-bd5-d60
5,5,6572,5,5996,121.99941205668026,377.30581659210196,0.016512738346166178,19.180594444274902,574.3086380623281,1943.7003527641302,training-s3.0-r2002-b0-m1.0-bd5-d60|training-s5.0-r2001-b1-m0.25-bd5-d60|training-s5.0-r2001-b1-m0.50-bd10-d60|training-s5.0-r2002-b0-m1.0-bd5-d60|training-s8.0-r2003-b0-m1.0-bd5-d60
10,5,13310,5,5996,150.3535335295375,408.9377316286198,-0.15530354431807347,26.731371879577637,841.047685623169,1991.5248664855967,training-s3.0-r2002-b0-m1.0-bd5-d60|training-s5.0-r2001-b1-m0.25-bd5-d60|training-s5.0-r2001-b1-m0.50-bd10-d60|training-s5.0-r2002-b0-m1.0-bd5-d60|training-s8.0-r2003-b0-m1.0-bd5-d60|training-s5.0-r2001-b0-m1.0-bd5-d60|training-s5.0-r2002-b1-m0.25-bd5-d60|training-s5.0-r2003-b1-m0.25-bd5-d60|training-s8.0-r2005-b0-m1.0-bd5-d60|training-s3.0-r2001-b0-m1.0-bd5-d60
15,5,19930,5,5996,143.8085971971977,379.3926310131497,0.005603651209459604,28.51616859436035,621.0634460449219,1873.075012969972,training-s3.0-r2002-b0-m1.0-bd5-d60|training-s5.0-r2001-b1-m0.25-bd5-d60|training-s5.0-r2001-b1-m0.50-bd10-d60|training-s5.0-r2002-b0-m1.0-bd5-d60|training-s8.0-r2003-b0-m1.0-bd5-d60|training-s5.0-r2001-b0-m1.0-bd5-d60|training-s5.0-r2002-b1-m0.25-bd5-d60|training-s5.0-r2003-b1-m0.25-bd5-d60|training-s8.0-r2005-b0-m1.0-bd5-d60|training-s3.0-r2001-b0-m1.0-bd5-d60|training-s5.0-r2004-b0-m1.0-bd5-d60|training-s5.0-r2005-b1-m0.50-bd10-d60|training-s8.0-r2002-b0-m1.0-bd5-d60|training-s5.0-r2003-b1-m0.50-bd10-d60|training-s3.0-r2004-b0-m1.0-bd5-d60
5,6,6338,5,5996,267.6574924430635,782.9273651874956,-3.234719847186157,20.643067359924316,1611.5228080749512,3883.196838378907,training-s5.0-r2001-b0-m1.0-bd5-d60|training-s8.0-r2003-b0-m1.0-bd5-d60|training-s5.0-r2001-b1-m0.50-bd10-d60|training-s5.0-r2005-b1-m0.25-bd5-d60|training-s5.0-r2001-b1-m0.25-bd5-d60
10,6,11730,5,5996,204.48840256302609,582.2287161224324,-1.3419034231493225,20.74376392364502,1233.11279296875,2962.6605712890632,training-s5.0-r2001-b0-m1.0-bd5-d60|training-s8.0-r2003-b0-m1.0-bd5-d60|training-s5.0-r2001-b1-m0.50-bd10-d60|training-s5.0-r2005-b1-m0.25-bd5-d60|training-s5.0-r2001-b1-m0.25-bd5-d60|training-s5.0-r2004-b0-m1.0-bd5-d60|training-s5.0-r2003-b1-m0.25-bd5-d60|training-s8.0-r2005-b0-m1.0-bd5-d60|training-s5.0-r2002-b1-m0.50-bd10-d60|training-s8.0-r2002-b0-m1.0-bd5-d60
15,6,20050,5,5996,140.53798293101548,372.7180559542384,0.04028429249248966,31.140769958496094,621.9850616455078,1772.0074447631837,training-s5.0-r2001-b0-m1.0-bd5-d60|training-s8.0-r2003-b0-m1.0-bd5-d60|training-s5.0-r2001-b1-m0.50-bd10-d60|training-s5.0-r2005-b1-m0.25-bd5-d60|training-s5.0-r2001-b1-m0.25-bd5-d60|training-s5.0-r2004-b0-m1.0-bd5-d60|training-s5.0-r2003-b1-m0.25-bd5-d60|training-s8.0-r2005-b0-m1.0-bd5-d60|training-s5.0-r2002-b1-m0.50-bd10-d60|training-s8.0-r2002-b0-m1.0-bd5-d60|training-s5.0-r2002-b0-m1.0-bd5-d60|training-s3.0-r2002-b0-m1.0-bd5-d60|training-s3.0-r2001-b0-m1.0-bd5-d60|training-s3.0-r2004-b0-m1.0-bd5-d60|training-s5.0-r2004-b1-m0.25-bd5-d60
5,7,8098,5,5996,169.84816412829682,416.8154711563866,-0.20024360166929678,41.48625946044922,792.0531616210938,2132.2518066406265,training-s3.0-r2004-b0-m1.0-bd5-d60|training-s5.0-r2005-b1-m0.50-bd10-d60|training-s3.0-r2002-b0-m1.0-bd5-d60|training-s5.0-r2002-b1-m0.25-bd5-d60|training-s5.0-r2005-b1-m0.25-bd5-d60
10,7,14626,5,5996,142.32302188091202,367.166265892193,0.06866208430633991,36.99919128417969,622.8088026046753,1752.6393939971936,training-s3.0-r2004-b0-m1.0-bd5-d60|training-s5.0-r2005-b1-m0.50-bd10-d60|training-s3.0-r2002-b0-m1.0-bd5-d60|training-s5.0-r2002-b1-m0.25-bd5-d60|training-s5.0-r2005-b1-m0.25-bd5-d60|training-s5.0-r2004-b1-m0.25-bd5-d60|training-s5.0-r2002-b1-m0.50-bd10-d60|training-s5.0-r2001-b0-m1.0-bd5-d60|training-s5.0-r2005-b0-m1.0-bd5-d60|training-s5.0-r2001-b1-m0.50-bd10-d60
